filename,text,up_votes,down_votes,age,gender,accent,duration
cv-valid-train/sample-000763.mp3,until then he had considered the omens to be things of this world,1,0,,,,
cv-valid-train/sample-000764.mp3,absolutely despicable that gingerbread men are forced to live in houses made of their own flesh,1,0,,,,
cv-valid-train/sample-000765.mp3,that's what makes it romantic,2,0,,,,
cv-valid-train/sample-000766.mp3,the football jocks laughed viciously,1,0,thirties,female,england,
cv-valid-train/sample-000767.mp3,you're worth your weight in gold,1,0,,,,
cv-valid-train/sample-000768.mp3,the elevators are still running,3,0,twenties,male,,
cv-valid-train/sample-000769.mp3,but use them to buy your flock,1,0,,,,
cv-valid-train/sample-000770.mp3,the serpent relaxed immediately,1,0,,,,
cv-valid-train/sample-000771.mp3,i think they perceived that nothing was to be done at the moment,1,0,,,,
cv-valid-train/sample-000772.mp3,because i've always heard about them the boy answered saying nothing about his dream,4,0,,,,
cv-valid-train/sample-000773.mp3,that sobered him a little,8,0,,,,
cv-valid-train/sample-000774.mp3,the two men hurried back and found the cylinder still lying in the same position,3,0,,,,
cv-valid-train/sample-000775.mp3,have you got a mirror,1,0,twenties,female,,
cv-valid-train/sample-000776.mp3,the tribal chieftains will appreciate what you do,2,0,twenties,male,england,
cv-valid-train/sample-000777.mp3,the guy thought he was a lunatic at large and made an unsuccessful attempt to stop him,3,0,teens,male,indian,
cv-valid-train/sample-000778.mp3,air was either entering or escaping at the rim with a thin sizzling sound,4,0,,,,
cv-valid-train/sample-000779.mp3,the pilots braced themselves for impact,1,0,twenties,male,us,
cv-valid-train/sample-000780.mp3,it was a a kind of fascination that paralysed my actions,2,1,,,,
cv-valid-train/sample-000781.mp3,looking down at the spoon he held the boy saw that the oil was gone,5,0,,,,
cv-valid-train/sample-000782.mp3,having heard that the boy became even more interested in alchemy,1,0,,,,
cv-valid-train/sample-000783.mp3,at the first glance it was really not very exciting,2,1,,,,
cv-valid-train/sample-000784.mp3,and we'll be at larissa's bar up the street,1,0,fifties,female,indian,
cv-valid-train/sample-000785.mp3,he needed someone to talk to so as to avoid thinking about the possibility of war,3,0,fifties,male,us,
cv-valid-train/sample-000786.mp3,it's the oasis said the camel driver,1,0,,,,
cv-valid-train/sample-000787.mp3,i went stretching my legs clumsily and feeling my way in the dark,2,0,,,,
cv-valid-train/sample-000788.mp3,i can explain if you'll just listen,1,0,,,,
cv-valid-train/sample-000789.mp3,they're not my sheep anymore he said to himself without nostalgia,2,1,,,,
cv-valid-train/sample-000790.mp3,it's not a lie,1,0,sixties,male,england,
cv-valid-train/sample-000791.mp3,it was starlight and i explained the signs of the zodiac to her,2,0,,,,
cv-valid-train/sample-000792.mp3,had our instruments permitted it we might have been able to see the trouble way back when,2,0,,,,
cv-valid-train/sample-000793.mp3,strange images passed through my mind,4,0,fourties,male,australia,
cv-valid-train/sample-000794.mp3,no one paid any attention to the two travelers,2,0,thirties,female,us,
cv-valid-train/sample-000795.mp3,he asked it please never to stop speaking to him,1,0,sixties,male,england,
cv-valid-train/sample-000796.mp3,well then why do we need all these books the boy asked,2,0,,,,
cv-valid-train/sample-000797.mp3,just as a rule of thumb,1,0,twenties,male,wales,
cv-valid-train/sample-000798.mp3,i really did it quite brilliantly,3,0,fourties,male,england,
cv-valid-train/sample-000799.mp3,and look how many things the wind already knew how to do,3,0,,,,
cv-valid-train/sample-000800.mp3,get me walter burns,1,0,,,,
cv-valid-train/sample-000801.mp3,he was proud of himself,1,0,twenties,male,indian,
cv-valid-train/sample-000802.mp3,people continued to come and go from the baker's shop,1,0,thirties,female,us,
cv-valid-train/sample-000803.mp3,the thing itself was almost entirely buried in sand,40,2,thirties,male,england,
cv-valid-train/sample-000804.mp3,you point to a trail of ants leading into the house,3,0,,,,
cv-valid-train/sample-000805.mp3,when i'm eating that's all i think about,2,0,,,,
cv-valid-train/sample-000806.mp3,for at that time it had not occurred to him that it might be hollow,42,2,,,,
cv-valid-train/sample-000807.mp3,i wish you'd forget about us,1,0,,,,
cv-valid-train/sample-000808.mp3,the night was warm and i was thirsty,8,0,twenties,male,us,
cv-valid-train/sample-000809.mp3,the book that most interested the boy told the stories of the famous alchemists,1,0,,,,
cv-valid-train/sample-000810.mp3,are you crazy the boy asked the alchemist when they had moved on,1,0,,,,
cv-valid-train/sample-000811.mp3,that's why i keep losing,1,0,fifties,male,australia,
cv-valid-train/sample-000812.mp3,my allergy has gotten much worse today,1,0,,,,
cv-valid-train/sample-000813.mp3,i'm talking about the building and loan,2,0,,,,
cv-valid-train/sample-000814.mp3,been seeing me in your dreams,1,0,,,,
cv-valid-train/sample-000815.mp3,the stranger withdrew the sword from the boy's forehead and the boy felt immensely relieved,3,0,twenties,male,bermuda,
cv-valid-train/sample-000816.mp3,she never grew up,1,0,,,,
cv-valid-train/sample-000817.mp3,the boy was relieved,2,0,thirties,male,us,
cv-valid-train/sample-000818.mp3,from the railway station in the distance came the sound of trains ringing and rumbling,3,0,,,,
cv-valid-train/sample-000819.mp3,my tax dollars pay for those public school proms,1,0,thirties,male,us,
cv-valid-train/sample-000820.mp3,same way you did,3,0,,,,
cv-valid-train/sample-000821.mp3,the boy stood up shakily and looked once more at the pyramids,4,2,,,,
cv-valid-train/sample-000822.mp3,what is love the desert asked,3,0,,,,
cv-valid-train/sample-000823.mp3,among these people were a couple of cyclists a gardener i employed sometimes and a girl carrying a baby,7,1,fifties,male,us,
cv-valid-train/sample-000824.mp3,i want those stamps,1,0,thirties,male,england,
cv-valid-train/sample-000825.mp3,i've always wanted to do this,1,0,,,,
cv-valid-train/sample-000826.mp3,we have also started contemplating the possibility of moving back to colorado,1,0,,,,
cv-valid-train/sample-000827.mp3,that man is terrific,2,0,fourties,male,us,
cv-valid-train/sample-000828.mp3,most meteorites are more or less rounded,2,1,,,,
cv-valid-train/sample-000829.mp3,but the alchemist continued to look to the horizon,3,0,thirties,male,england,
cv-valid-train/sample-000830.mp3,you will never reopen,1,0,,,,
cv-valid-train/sample-000831.mp3,you dont compare directly to existing stateoftheart methods,1,0,,,,
cv-valid-train/sample-000832.mp3,but he certainly didn't desire that an army invade the oasis,1,0,,,,
cv-valid-train/sample-000833.mp3,i'm smoking too much,1,0,,,,
cv-valid-train/sample-000834.mp3,it left a greenish streak that glowed for some seconds,6,0,twenties,male,australia,
cv-valid-train/sample-000835.mp3,and he told what he had seen,3,0,,,,
cv-valid-train/sample-000836.mp3,the tea seemed less bitter,1,0,,,,
cv-valid-train/sample-000837.mp3,had our instruments permitted it we might have been able to see the trouble way back when,3,0,,,,
cv-valid-train/sample-000838.mp3,not to worry said the alchemist,2,0,,,,
cv-valid-train/sample-000839.mp3,earlier this year we found a really nice place near my office and we moved in together,1,0,,,,
cv-valid-train/sample-000840.mp3,but that was simply because my eye was tired,9,0,,,,
cv-valid-train/sample-000841.mp3,the boy mumbled an answer that allowed him to avoid responding to her question,5,0,teens,male,us,
cv-valid-train/sample-000842.mp3,who is your friend the chief asked,3,0,,,,
cv-valid-train/sample-000843.mp3,two days ago you said that i had never dreamed of travel the merchant answered,3,0,,,,
cv-valid-train/sample-000844.mp3,'m all about those invisible cosmic connections that transcend time and distance,9,0,thirties,male,australia,
cv-valid-train/sample-000845.mp3,he paused for a moment to see if the woman knew what the egyptian pyramids were,2,0,,,,
cv-valid-train/sample-000846.mp3,mecca is a lot farther away than the pyramids,3,0,,,,
cv-valid-train/sample-000847.mp3,that night he told all of this to the alchemist,4,0,,,,
cv-valid-train/sample-000848.mp3,the heather was on fire and you could see a thin blue smoke rising up slowly,4,0,,,,
cv-valid-train/sample-000849.mp3,from there he could see africa in the distance,3,0,,,,
cv-valid-train/sample-000850.mp3,had our instruments permitted it we might have been able to see the trouble way back when,1,0,twenties,male,us,
cv-valid-train/sample-000851.mp3,the alchemist erased the circle in the sand and the snake slithered away among the rocks,2,0,twenties,female,indian,
cv-valid-train/sample-000852.mp3,i need you to be spontaneous he asked me out to din din,2,0,,,,
cv-valid-train/sample-000853.mp3,i'm afraid the joke's on us,1,0,twenties,male,,
cv-valid-train/sample-000854.mp3,revenge is not my style but obviously accidents will happen,2,1,twenties,female,us,
cv-valid-train/sample-000855.mp3,the boy put the stones in his pouch,2,0,sixties,male,scotland,
cv-valid-train/sample-000856.mp3,the birthday party was a surprise,4,1,,,,
cv-valid-train/sample-000857.mp3,the wind began to blow again,1,0,,,,
cv-valid-train/sample-000858.mp3,you can't go any farther one of them said,2,1,,,,
cv-valid-train/sample-000859.mp3,and what a way to quit,2,0,,,,
cv-valid-train/sample-000860.mp3,the heather was on fire and you could see a thin blue smoke rising up slowly,3,0,,,,
cv-valid-train/sample-000861.mp3,i'm the king of salem the old man had said,2,0,fourties,male,african,
cv-valid-train/sample-000862.mp3,and stop threatening that boy,1,0,fourties,male,us,
cv-valid-train/sample-000863.mp3,then he turned to the boy,2,0,,,,
cv-valid-train/sample-000864.mp3,for users it is important that they can trust their operating system,1,0,thirties,male,,
cv-valid-train/sample-000865.mp3,well why don't you go to mecca now asked the boy,1,0,,,,
cv-valid-train/sample-000866.mp3,the monk was irritated,2,0,twenties,female,us,
cv-valid-train/sample-000867.mp3,and the sand and gravel had been flung violently in every direction,8,0,fifties,female,england,
cv-valid-train/sample-000868.mp3,we don't know when the war will end so we can't continue our journey he said,2,0,thirties,male,us,
cv-valid-train/sample-000869.mp3,can't you read me,2,1,twenties,male,,
cv-valid-train/sample-000870.mp3,all things are one the boy thought,10,0,,,,
cv-valid-train/sample-000871.mp3,don't tell me what to do,1,0,thirties,male,,
cv-valid-train/sample-000872.mp3,the problem is that they don't even realize that they're walking a new road every day,5,0,,,,
cv-valid-train/sample-000873.mp3,that's what i'm going to do,2,1,fifties,female,us,
cv-valid-train/sample-000874.mp3,he was older and was carrying a small bucket,2,0,,,,
cv-valid-train/sample-000875.mp3,will you give me those stamps,2,0,,,,
cv-valid-train/sample-000876.mp3,i left her hanging around the american express,1,0,,,,
cv-valid-train/sample-000877.mp3,he had been to the village only once the year before,1,0,twenties,male,australia,
cv-valid-train/sample-000878.mp3,none of what the old man was saying made much sense to the boy,2,0,,,,
cv-valid-train/sample-000879.mp3,one day the earth began to tremble and the nile overflowed its banks,1,0,,,,
cv-valid-train/sample-000880.mp3,whatever the thing observed one could find a connection with his experience of the moment,2,1,,,,
cv-valid-train/sample-000881.mp3,he had tried in vain to establish a relationship with an alchemist,2,0,,,,
cv-valid-train/sample-000882.mp3,look at those shoulders,1,0,seventies,male,england,
cv-valid-train/sample-000883.mp3,the sun thought for a minute,1,0,,,,
cv-valid-train/sample-000884.mp3,so he could not be hasty nor impatient,3,0,twenties,male,us,
cv-valid-train/sample-000885.mp3,he just got a new kite for his birthday,3,0,,,,
cv-valid-train/sample-000886.mp3,i will be back soon,2,0,,,,
cv-valid-train/sample-000887.mp3,we're refugees from the tribal wars and we need money the other figure said,1,0,teens,female,us,
cv-valid-train/sample-000888.mp3,mrs sarah doesn't either,1,0,twenties,male,,
cv-valid-train/sample-000889.mp3,welli don't quite know what to say,2,0,,,,
cv-valid-train/sample-000890.mp3,he was excited and at the same time uneasy maybe the girl had already forgotten him,1,0,,,,
cv-valid-train/sample-000891.mp3,i thought you were chasing me,1,0,thirties,male,,
cv-valid-train/sample-000892.mp3,that he wanted to travel,2,0,sixties,male,us,
cv-valid-train/sample-000893.mp3,note that it does have builtin support for web browsing although i find it doesn't work very well,1,0,twenties,male,,
cv-valid-train/sample-000894.mp3,the burning fire had been extinguished,35,0,thirties,male,england,
cv-valid-train/sample-000895.mp3,there are four different sorts of fuel at this gas station,1,0,seventies,male,england,
cv-valid-train/sample-000896.mp3,i gotta figure some way out of this thing,2,1,,,,
cv-valid-train/sample-000897.mp3,it drew a droplet of blood,2,0,,,,
cv-valid-train/sample-000898.mp3,this behavior of neural networks is sometimes called dreaming,1,0,,,,
cv-valid-train/sample-000899.mp3,don't you know there's a war on,2,0,,,,
cv-valid-train/sample-000900.mp3,then the thing came upon him in a flash,3,2,,,,
cv-valid-train/sample-000901.mp3,the men fell into an animated discussion,1,0,twenties,male,indian,
cv-valid-train/sample-000902.mp3,the boy was shaking with fear but the alchemist helped him out of the tent,3,0,,,,
cv-valid-train/sample-000903.mp3,the crowd swayed a little as i elbowed my way through,2,0,fourties,female,england,
cv-valid-train/sample-000904.mp3,all the joy he had seen that morning had suddenly disappeared,2,0,,,,
cv-valid-train/sample-000905.mp3,i haven't been able to shake him since,2,0,,,,
cv-valid-train/sample-000906.mp3,i'm afraid i might have soiled the couch a little with my shoes eddie murphy,3,0,,,,
cv-valid-train/sample-000907.mp3,i went stretching my legs clumsily and feeling my way in the dark,3,0,,,,
cv-valid-train/sample-000908.mp3,the jacket had a purpose and so did the boy,2,0,,,,
cv-valid-train/sample-000909.mp3,who told you that asked the boy startled,1,0,fourties,female,us,
cv-valid-train/sample-000910.mp3,he decided to spend the night there,1,0,,,,
cv-valid-train/sample-000911.mp3,my father offered her a job,1,0,,,,
cv-valid-train/sample-000912.mp3,it was papa that sends you flowers every day,3,0,thirties,male,australia,
cv-valid-train/sample-000913.mp3,another dreamer said the ticket seller to his assistant watching the boy walk away,2,0,,,,
cv-valid-train/sample-000914.mp3,everyone seemed very excited,4,1,,,,
cv-valid-train/sample-000915.mp3,i jumped in to save rachel,1,0,thirties,male,australia,
cv-valid-train/sample-000916.mp3,that's the man who knows all the secrets of the world she said,3,0,,,,
cv-valid-train/sample-000917.mp3,is the head better,2,0,fourties,male,us,
cv-valid-train/sample-000918.mp3,he remembered the sword,3,0,,,,
cv-valid-train/sample-000919.mp3,that woman is gonna be on that roof,3,0,thirties,male,us,
cv-valid-train/sample-000920.mp3,i wished i had a light to smoke by,3,0,,,,
cv-valid-train/sample-000921.mp3,it was such a gradual movement that he found it only by noticing the dots,2,0,,,,
cv-valid-train/sample-000922.mp3,he recited an our father silently,6,1,,,,
cv-valid-train/sample-000923.mp3,there were really i think two or three hundred people elbowing one another,3,0,,,,
cv-valid-train/sample-000924.mp3,and here's a kiss for you,3,0,twenties,male,us,
cv-valid-train/sample-000925.mp3,who wrote that speech for you,1,0,,,,
cv-valid-train/sample-000926.mp3,save that for the tribune,1,0,,,,
cv-valid-train/sample-000927.mp3,they set off running wildly into the trees,5,0,fifties,female,us,
cv-valid-train/sample-000928.mp3,some went away while i was there and other people came,3,0,,,,
cv-valid-train/sample-000929.mp3,i don't like seals anyhow,1,0,,,,
cv-valid-train/sample-000930.mp3,they spoke about mercury salt dragons and kings and he didn't understand any of it,1,0,,,,
cv-valid-train/sample-000931.mp3,and the leader posted armed sentinels at the fringes of the group,2,0,,,,
cv-valid-train/sample-000932.mp3,there are so many things to learn,1,0,,,,
cv-valid-train/sample-000933.mp3,yet it was a little too large for assurance,3,0,,,,
cv-valid-train/sample-000934.mp3,that night there was another jetting out of gas from the distant planet,3,0,,,,
cv-valid-train/sample-000935.mp3,the ship appeared to be constructed with some form of chromium exoskeleton,1,0,thirties,male,us,
cv-valid-train/sample-000936.mp3,nobody knows how much ammunition the military has in its checkpoints,2,1,twenties,male,,
cv-valid-train/sample-000937.mp3,it's the philosophy that guarantees everyone's freedom,1,0,,,,
cv-valid-train/sample-000938.mp3,they looked for the fallen mass but found nothing,2,0,,,,
cv-valid-train/sample-000939.mp3,a line of flame high can be seen in the atmosphere,2,1,fourties,female,us,
cv-valid-train/sample-000940.mp3,maybe this is an omen said the englishman half aloud,3,1,,,,
cv-valid-train/sample-000941.mp3,you're the one who may die the alchemist said,2,0,,,,
cv-valid-train/sample-000942.mp3,there was hardly any movement from the pit,1,0,,,,
cv-valid-train/sample-000943.mp3,then a man approached,1,0,,,,
cv-valid-train/sample-000944.mp3,besides that there was a heap of bicycles,3,1,,,,
cv-valid-train/sample-000945.mp3,and don't forget the language of omens,1,0,teens,male,,
cv-valid-train/sample-000946.mp3,maybe that's why they always stay close to me,6,0,,,,
cv-valid-train/sample-000947.mp3,i'm an alchemist simply because i'm an alchemist he said as he prepared the meal,3,0,twenties,female,canada,
cv-valid-train/sample-000948.mp3,jennifer's expression changed pull my finger she said,2,0,,,,
cv-valid-train/sample-000949.mp3,they were both silent for a time observing the plaza and the townspeople,8,0,fifties,male,us,
cv-valid-train/sample-000950.mp3,the old man leafed through the book and fell to reading a page he came to,3,0,,,,
cv-valid-train/sample-000951.mp3,i pointed out mars a bright dot of light,3,0,,,,
cv-valid-train/sample-000952.mp3,and he wasn't faring much better,2,1,,,,
cv-valid-train/sample-000953.mp3,the people will enjoy the tea and want to buy the glasses,3,0,twenties,male,indian,
cv-valid-train/sample-000954.mp3,relaxed and unhurried he resolved that he would walk through the narrow streets of tangier,2,0,,,,
cv-valid-train/sample-000955.mp3,the meeting was over,3,1,,,,
cv-valid-train/sample-000956.mp3,all i saw was an army said the boy,2,1,,,,
cv-valid-train/sample-000957.mp3,that wasn't at all necessary,2,0,teens,male,us,
cv-valid-train/sample-000958.mp3,i was scared but wasted no time in going out and crossing the bridge to the sand pits,6,1,,,,
cv-valid-train/sample-000959.mp3,when he emerged it was with a young arab dressed in white and gold,1,0,,,,
cv-valid-train/sample-000960.mp3,were they quick or were they enraged,1,0,sixties,male,england,
cv-valid-train/sample-000961.mp3,the tribal chieftains will appreciate what you do,2,1,,,,
cv-valid-train/sample-000962.mp3,at least she knows how to behave at funerals,1,0,,,,
cv-valid-train/sample-000963.mp3,but there was something there in his heart that wouldn't allow him to do so,1,0,,,,
cv-valid-train/sample-000964.mp3,the boy saw a man appear behind the counter,1,0,fourties,male,us,
cv-valid-train/sample-000965.mp3,but everything that happens twice will surely happen a third time,3,0,,,,
cv-valid-train/sample-000966.mp3,'and this is what your son said' the angel told the man,3,0,,,,
cv-valid-train/sample-000967.mp3,but that was simply because my eye was tired,3,0,thirties,female,canada,
cv-valid-train/sample-000968.mp3,want to know what it is,2,0,thirties,female,england,
cv-valid-train/sample-000969.mp3,if good things are coming they will be a pleasant surprise said the seer,3,0,,,,
cv-valid-train/sample-000970.mp3,how are you doing today,1,0,,,,
cv-valid-train/sample-000971.mp3,you should see the other guy specifically how good at fighting he is,2,1,,,,
cv-valid-train/sample-000972.mp3,if it would save a woman's life,2,0,twenties,male,us,
cv-valid-train/sample-000973.mp3,he didn't want any conversation at this point,1,0,twenties,male,indian,
cv-valid-train/sample-000974.mp3,they were all furious when the escapade failed,1,0,teens,male,us,
cv-valid-train/sample-000975.mp3,it always helps to be learning something new and exciting,1,0,,,,
cv-valid-train/sample-000976.mp3,where are you bound asked the young arab,1,0,thirties,female,us,
cv-valid-train/sample-000977.mp3,at that time it was quite clear in my own mind that the thing had come from the planet mars,2,0,sixties,male,england,
cv-valid-train/sample-000978.mp3,i'm getting out of here and you can't stop me,1,0,twenties,male,,
cv-valid-train/sample-000979.mp3,i'm not afraid of failing,3,2,,,,
cv-valid-train/sample-000980.mp3,something happens here you'll have to remember later on,2,0,thirties,female,indian,
cv-valid-train/sample-000981.mp3,he sat on a stone and allowed himself to become hypnotized by the horizon,5,0,,,,
cv-valid-train/sample-000982.mp3,any dope yet on how he got out,1,0,fourties,male,,
cv-valid-train/sample-000983.mp3,they're not for sale he said,3,0,,,,
cv-valid-train/sample-000984.mp3,the invaders carried the name everywhere the beautiful girl spoke of the invaders with pride,9,0,thirties,male,england,
cv-valid-train/sample-000985.mp3,mind if i sit down,1,0,,,,
cv-valid-train/sample-000986.mp3,the boy continued to listen to his heart as they crossed the desert,5,0,,,,
cv-valid-train/sample-000987.mp3,he had studied latin spanish and theology,1,0,,,,
cv-valid-train/sample-000988.mp3,mr bean is the main character of a british comedy,1,0,,,,
cv-valid-train/sample-000989.mp3,the ideas should be presented in a more concise and direct manner,2,0,sixties,male,ireland,
cv-valid-train/sample-000990.mp3,absolutely despicable that gingerbread men are forced to live in houses made of their own flesh,2,0,,,,
cv-valid-train/sample-000991.mp3,i'm going to check up on that right away,2,0,,,,
cv-valid-train/sample-000992.mp3,butmaybe i'll never have another chance to get to the pyramids in egypt,2,1,twenties,male,us,
cv-valid-train/sample-000993.mp3,i heard a peculiar humming sound from the pit,2,0,,,,
cv-valid-train/sample-000994.mp3,except for the dream,1,0,fourties,male,us,
cv-valid-train/sample-000995.mp3,it was engineering at its finest,2,0,fourties,female,,
cv-valid-train/sample-000996.mp3,all things are one,1,0,twenties,male,us,
cv-valid-train/sample-000997.mp3,of course the two were unable to do anything,6,2,,,,
cv-valid-train/sample-000998.mp3,i need you to be spontaneous he asked me out to din din,5,0,,,,
cv-valid-train/sample-000999.mp3,how about once more around the park,2,0,thirties,male,us,
cv-valid-train/sample-001000.mp3,there was a full moon and the boy told the englishman the story of his life,2,0,,,,
cv-valid-train/sample-001001.mp3,what would i have to say,1,0,,,,
cv-valid-train/sample-001002.mp3,the boy thought about the crystal merchant,2,0,,,,
cv-valid-train/sample-001003.mp3,about eleven i walked back to my home in maybury because nothing seemed to be happening,1,0,,,,
cv-valid-train/sample-001004.mp3,wasting my time listening to this mad hatter,1,0,,,,
cv-valid-train/sample-001005.mp3,everything'll be taken care of,1,0,thirties,female,us,
cv-valid-train/sample-001006.mp3,you can't trust anybody in this crazy world,2,0,,,,
cv-valid-train/sample-001007.mp3,am i going to find my treasure he asked,3,0,,,,
cv-valid-train/sample-001008.mp3,at once he connected the two incidents,2,1,,,,
cv-valid-train/sample-001009.mp3,i've had this shop for thirty years,1,0,,,,
cv-valid-train/sample-001010.mp3,besides that there was a heap of bicycles,7,0,fifties,female,canada,
cv-valid-train/sample-001011.mp3,mister kristen has something to say to us,1,0,teens,other,england,
cv-valid-train/sample-001012.mp3,i've already told you,2,0,,,,
cv-valid-train/sample-001013.mp3,when i had my sheep i was happy and i made those around me happy,2,1,,,,
cv-valid-train/sample-001014.mp3,i'll always let you down,1,0,fifties,female,australia,
cv-valid-train/sample-001015.mp3,at the highest point in tarifa there is an old fort built by the moors,2,0,,,,
cv-valid-train/sample-001016.mp3,and the odor of the animals became a bit more tolerable,2,0,,,,
cv-valid-train/sample-001017.mp3,but i sort of like him,2,0,,,,
cv-valid-train/sample-001018.mp3,it was only when i got this close to it that the strangeness of it was at all evident to me,3,0,,,,
cv-valid-train/sample-001019.mp3,there is only one way to learn the alchemist answered,1,0,,,,
cv-valid-train/sample-001020.mp3,i never had any such idea,1,0,fourties,male,,
cv-valid-train/sample-001021.mp3,many of them had been right about what they said while some had been wrong,3,0,,,,
cv-valid-train/sample-001022.mp3,it was rising slowly and painfully out of the cylinder,2,0,twenties,male,us,
cv-valid-train/sample-001023.mp3,why was it that he wanted the boy to serve as his instrument,1,0,,,,
cv-valid-train/sample-001024.mp3,he remembered something his grandfather had once told him that butterflies were a good omen,3,0,twenties,male,,
cv-valid-train/sample-001025.mp3,everything on earth is being continuously transformed because the earth is alive,1,0,,,,
cv-valid-train/sample-001026.mp3,sadly my dream of becoming a squirrel whisperer may never happen,4,0,,,,
cv-valid-train/sample-001027.mp3,sometimes i appear in the form of a solution or a good idea,2,0,,,,
cv-valid-train/sample-001028.mp3,worked hard just to have food and water like the sheep,4,0,sixties,female,african,
cv-valid-train/sample-001029.mp3,as i watched the planet seemed to grow larger and smaller,3,0,,,,
cv-valid-train/sample-001030.mp3,i have to separate out the sulfur,2,0,fourties,male,us,
cv-valid-train/sample-001031.mp3,she wasn't her type,2,0,twenties,male,wales,
cv-valid-train/sample-001032.mp3,it was a cobra whose venom could kill a person in minutes,3,0,,,,
cv-valid-train/sample-001033.mp3,i saw astonishment and horror on the faces of the people around me,1,0,,,,
cv-valid-train/sample-001034.mp3,we took all the chances,1,0,twenties,male,,
cv-valid-train/sample-001035.mp3,he didn't need to demonstrate his science and art to anyone,5,0,,,,
cv-valid-train/sample-001036.mp3,all the words you've got,3,0,,,,
cv-valid-train/sample-001037.mp3,if i could i'd write a huge encyclopedia just about the words luck and coincidence,1,0,,,,
cv-valid-train/sample-001038.mp3,the genies were the spirits of good and evil,2,0,twenties,male,indian,
cv-valid-train/sample-001039.mp3,but i'm liable to get into a jam,1,0,,,,
cv-valid-train/sample-001040.mp3,there was very little talking,17,1,,,,
cv-valid-train/sample-001041.mp3,the crowd swayed a little as i elbowed my way through,5,0,twenties,male,,
cv-valid-train/sample-001042.mp3,the two men hurried back and found the cylinder still lying in the same position,5,1,,,,
cv-valid-train/sample-001043.mp3,i can't do that,2,1,thirties,female,england,
cv-valid-train/sample-001044.mp3,what is it about,1,0,,,,
cv-valid-train/sample-001045.mp3,i think somebody stole one of his crown jewels,2,1,fifties,female,australia,
cv-valid-train/sample-001046.mp3,i've already had that experience with my sheep and now it's happening with people,2,0,,,,
cv-valid-train/sample-001047.mp3,that was the law of hospitality,2,0,,,,
cv-valid-train/sample-001048.mp3,he was older and was carrying a small bucket,2,1,teens,male,england,
cv-valid-train/sample-001049.mp3,i'll cover the method i use and describe some alternatives,2,0,fourties,male,england,
cv-valid-train/sample-001050.mp3,the night was warm and i was thirsty,2,0,thirties,male,us,
cv-valid-train/sample-001051.mp3,the boy was sad as he left her that day,2,0,,,,
cv-valid-train/sample-001052.mp3,kelly was interested in clearing up her brother's death,1,0,twenties,male,us,
cv-valid-train/sample-001053.mp3,then she took both of his hands in hers and began quietly to pray,1,0,,,,
cv-valid-train/sample-001054.mp3,put down that chair,2,0,thirties,male,us,
cv-valid-train/sample-001055.mp3,i had the everyone has gary busey's teeth dream again,2,0,,,,
cv-valid-train/sample-001056.mp3,and their eyes spoke of death,1,0,,,,
cv-valid-train/sample-001057.mp3,he's allergic to him,2,0,,,,
cv-valid-train/sample-001058.mp3,henderson stood up with a spade in his hand,14,0,,,,
cv-valid-train/sample-001059.mp3,a man down on earth needs our help,3,0,,,,
cv-valid-train/sample-001060.mp3,the alchemist dismounted slowly and the boy did the same,3,0,,,,
cv-valid-train/sample-001061.mp3,an huge hole had been made by the impact of the projectile,3,0,,,,
cv-valid-train/sample-001062.mp3,the lead had dried into the shape of the pan but it was no longer lead,3,0,fourties,male,us,
cv-valid-train/sample-001063.mp3,it sure looks good from here,1,0,twenties,male,newzealand,
cv-valid-train/sample-001064.mp3,i had to test your courage the stranger said,4,0,twenties,male,us,
cv-valid-train/sample-001065.mp3,when the pan had cooled the monk and the boy looked at it dazzled,3,0,,,,
cv-valid-train/sample-001066.mp3,most of them were staring quietly at the big table,5,0,fifties,female,england,
cv-valid-train/sample-001067.mp3,i'm never more aware of a room's acoustics than when i'm trying to enjoy a snack i have no intention of sharing,3,0,,,,
cv-valid-train/sample-001068.mp3,i'm never more aware of a room's acoustics than when i'm trying to enjoy a snack i have no intention of sharing,12,1,twenties,male,us,
cv-valid-train/sample-001069.mp3,i think i found something,1,0,thirties,female,us,
cv-valid-train/sample-001070.mp3,you are almost at the end of your journey said the alchemist,5,0,,,,
cv-valid-train/sample-001071.mp3,this samantha tommy movement costs you a fortune,1,0,,,,
cv-valid-train/sample-001072.mp3,they formed heaps that are visible a mile and a half away,3,1,,,,
cv-valid-train/sample-001073.mp3,when he was a child that man wanted to travel too,2,0,,,,
cv-valid-train/sample-001074.mp3,and you've told me nothing along the way said the boy,1,0,,,,
cv-valid-train/sample-001075.mp3,he took back his books and packed them away again in their bags,3,0,thirties,male,,
cv-valid-train/sample-001076.mp3,but she said nothing,1,0,,,,
cv-valid-train/sample-001077.mp3,i forgot you were here,3,0,twenties,male,england,
cv-valid-train/sample-001078.mp3,she and heather were talking,2,0,,,,
cv-valid-train/sample-001079.mp3,it may be the gases of the firing that caused the martians inconvenience,2,0,fifties,male,england,
cv-valid-train/sample-001080.mp3,this ethical question is referred to as the trolley problem,1,0,,,,
cv-valid-train/sample-001081.mp3,and then there were the others who were interested only in gold,3,0,twenties,male,us,
cv-valid-train/sample-001082.mp3,she refilled her vessel and left,3,0,,,,
cv-valid-train/sample-001083.mp3,the boy wanted to take her hand,1,0,twenties,male,indian,
